sel_phenotype,biomolecular,co_phenotype,institution,# of shared individuals,# of shared significant biomolecules (adjusted),co_phecode,shared_biomolecules,p_value
Alzheimer's disease,Low-density lipoprotein receptor-related protein 1B,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Low-density lipoprotein receptor-related protein 1B,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Protein CEI,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Protein CEI,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,C-reactive protein,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,C-reactive protein,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Stromal interaction molecule 1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Stromal interaction molecule 1,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Sorting nexin-7,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Sorting nexin-7,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Apolipoprotein B,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Apolipoprotein B,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cold shock domain-containing protein C2,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cold shock domain-containing protein C2,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,N-palmitoyl-sphingosine (d18:1/16:0),Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,N-palmitoyl-sphingosine (d18:1/16:0),Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesterol in large HDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesterol in large HDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesteryl esters in large HDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesteryl esters in large HDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Concentration of large HDL particles,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Concentration of large HDL particles,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Total lipids in large HDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Total lipids in large HDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Free cholesterol in large HDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Free cholesterol in large HDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Phospholipids in large HDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Phospholipids in large HDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Ubiquitin-conjugating enzyme E2 G2,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Ubiquitin-conjugating enzyme E2 G2,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,palmitoyl sphingomyelin (d18:1/16:0),Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,palmitoyl sphingomyelin (d18:1/16:0),Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Omega-3 fatty acids,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Omega-3 fatty acids,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Linoleic acid,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Linoleic acid,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Epididymis-specific alpha-mannosidase,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Epididymis-specific alpha-mannosidase,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,M-phase inducer phosphatase 2,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Adhesion G-protein coupled receptor F1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Selenoprotein S,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Selenoprotein S,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,cholesterol,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,cholesterol,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Total cholesterol,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Total cholesterol,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Omega-6 fatty acids,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Omega-6 fatty acids,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Polyunsaturated fatty acids,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Polyunsaturated fatty acids,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Docosahexaenoic acid,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Docosahexaenoic acid,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Total esterified cholesterol,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Total esterified cholesterol,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Concentration of large LDL particles,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Concentration of large LDL particles,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Concentration of IDL particles,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Concentration of IDL particles,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Phospholipids in very small VLDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Phospholipids in very small VLDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Total fatty acids,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Total fatty acids,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesterol in very small VLDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesterol in very small VLDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Total lipids in large LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Total lipids in large LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Saturated fatty acids,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Saturated fatty acids,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Phospholipids in medium LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Phospholipids in medium LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Phosphatidylcholines,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Phosphatidylcholines,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Free cholesterol in very small VLDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Free cholesterol in very small VLDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Concentration of medium LDL particles,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Concentration of medium LDL particles,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Phospholipids in large LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Phospholipids in large LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Monounsaturated fatty acids,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Monounsaturated fatty acids,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Phospholipids in small LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Phospholipids in small LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Free cholesterol in small LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Free cholesterol in small LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Phospholipids in IDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Phospholipids in IDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Total lipids in IDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Total lipids in IDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Total free cholesterol,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Total free cholesterol,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Total lipids in medium LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Total lipids in medium LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Phosphoglycerides,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Phosphoglycerides,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesteryl esters in IDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesteryl esters in IDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Total lipids in small LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Total lipids in small LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Total lipids in very small VLDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Total lipids in very small VLDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Free cholesterol in IDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Free cholesterol in IDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Concentration of small LDL particles,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Concentration of small LDL particles,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Total cholines,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Total cholines,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Free cholesterol in medium LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Free cholesterol in medium LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,LDL cholesterol,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,LDL cholesterol,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesterol in large LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesterol in large LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesterol in IDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesterol in IDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesteryl esters in very small VLDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesteryl esters in very small VLDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Concentration of very small VLDL particles,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Concentration of very small VLDL particles,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,VLDL cholesterol,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,VLDL cholesterol,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesteryl esters in large LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesteryl esters in large LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Free cholesterol in large LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Free cholesterol in large LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Average diameter for HDL particles,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Average diameter for HDL particles,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesteryl esters in medium LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesteryl esters in medium LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Triglycerides in large LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Triglycerides in large LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesterol in medium LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesterol in medium LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,HDL cholesterol,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,HDL cholesterol,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Phospholipids in very large HDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Phospholipids in very large HDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Triglycerides in IDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Triglycerides in IDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Triglycerides in medium LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Triglycerides in medium LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesterol in small LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesterol in small LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Triglycerides in small LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Triglycerides in small LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesterol in small VLDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesterol in small VLDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesteryl esters in medium VLDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesteryl esters in medium VLDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Triglycerides in LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Triglycerides in LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Cholesteryl esters in small LDL,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Cholesteryl esters in small LDL,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Stromelysin-1,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Stromelysin-1,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Uncharacterized protein C14orf93,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Uncharacterized protein C14orf93,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Apolipoprotein E,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,Apolipoprotein E,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,RAC-beta serine/threonine-protein kinase,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
Alzheimer's disease,RAC-beta serine/threonine-protein kinase,Myocardial infarction,ukb,622,177,411.20,177,0.0233555062823356
Alzheimer's disease,Vacuolar protein sorting-associated protein 29,Hyperlipidemia,ukb,212,177,272.10,177,0.0545454545454545
